Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location
Amritsari Zaika,4.1,"North Indian, Biryani",150.0,45.0,1,Pune
Saru'j Shetkari Hotel,3.9,"North Indian, Mughlai, Kebab, Seafood",150.0,36.0,1,Pune
Dattaprasad Hotel,4.0,Maharashtrian,150.0,48.0,1,Pune
Asia Kitchen By Mainland China,4.1,"Chinese, Asian, Seafood, Sushi, Japanese, Desserts, Beverages",150.0,36.0,1,Pune
Sambar Pure Veg,4.2,"South Indian, Chinese, Beverages, Juices",150.0,23.0,0,Pune
Brewing Bistro,4.1,"Cafe, Continental, Sandwich, Pizza, Burger, Fast Food, Desserts, Beverages",150.0,49.0,1,Pune
Ganaraj Pure Veg,4.2,"North Indian, South Indian, Chinese, Fast Food, Beverages, Street Food",150.0,26.0,0,Pune
Ashirwad Dining Hall,4.6,Maharashtrian,50.0,39.0,1,Pune
Latur Corner,4.0,"North Indian, Chinese, Malwani, Beverages",50.0,55.0,1,Pune
Kalinga Restaurant & Bar,4.5,"North Indian, Mangalorean, Seafood, Mughlai, Continental, Asian, Chinese, Ice Cream",50.0,41.0,1,Pune
Chandravilas Bhuvan,4.2,"Maharashtrian, South Indian, Fast Food, Shake, Beverages",50.0,30.0,1,Pune
Her Highness,4.3,"North Indian, Kashmiri, Chinese, Seafood, Desserts, Beverages, Sichuan",50.0,43.0,1,Pune
Dhaba Shaba Veg Bistro,4.4,"North Indian, Chinese, Sandwich, Desserts, Beverages",50.0,40.0,1,Pune
Nishan Pure Veg,4.1,"North Indian, Chinese, Fast Food, South Indian, Street Food, Shake, Beverages",50.0,43.0,0,Pune
Mamagoto,4.3,"Chinese, Sushi, Asian, Japanese, Thai, Salad, Desserts",50.0,51.0,1,Pune
Spice Factory,3.9,"Continental, North Indian, Mughlai, Chinese, Healthy Food, Bar Food, Beverages",50.0,55.0,1,Pune
Cheelizza India Ka Pizza,4.0,"Pizza, Pasta, Fast Food",50.0,40.0,1,Pune
Chav Assal Khandeshi,3.6,Maharashtrian,50.0,75.0,1,Pune
Shree Krushnai,4.1,"North Indian, Chinese, Mughlai, Maharashtrian, Biryani, Sichuan",50.0,47.0,0,Pune
Desi Handi,3.4,"North Indian, Chinese, Biryani, Sichuan",150.0,31.0,1,Pune
Aditri Veg Restaurant,4.0,"North Indian, South Indian, Chinese, Fast Food, Street Food, Desserts, Beverages, Shake",150.0,34.0,1,Pune
Gurunanak Dairy And Sweets,4.1,"Mithai, Street Food",150.0,27.0,1,Pune
Monty Ki Chaat,3.5,"Street Food, North Indian, Sandwich, Fast Food, Tea, Beverages",150.0,43.0,1,Pune
Big Bear Pizzeria,4.2,"Pizza, Fast Food, Desserts",150.0,24.0,0,Pune
Budhani Snacks,4.5,Street Food,150.0,26.0,1,Pune
Dhokla House Sweets And Namkeen,4.1,"Mithai, Street Food",150.0,29.0,1,Pune
Barve Dahivada,4.3,Street Food,150.0,34.0,1,Pune
Cafe Old Skool,4.4,"Coffee, Fast Food, Sandwich, Beverages",150.0,50.0,1,Pune
Shalini's Salads,4.4,"Healthy Food, Salad",150.0,35.0,1,Pune
Tatya Misal House,4.1,Maharashtrian,150.0,28.0,0,Pune
Miana's Croissanterie,4.5,"Bakery, Desserts, French, Sandwich",150.0,37.0,1,Pune
Sai Leela,3.6,"North Indian, Biryani, Chinese, Sichuan",150.0,33.0,0,Pune
Kollage Food Court,4.3,"North Indian, Chinese, South Indian, Fast Food, Biryani, Maharashtrian, Beverages, Sichuan",150.0,39.0,1,Pune
Dwarka Pure Veg,3.8,"North Indian, Maharashtrian, Chinese, Biryani, Seafood, Mughlai",150.0,42.0,0,Pune
Rasana Snacks,4.3,"Maharashtrian, Desserts",150.0,38.0,1,Pune
Pallavi - Pure Veg Kitchen,3.2,"North Indian, Chinese, Sandwich, Pizza, Fast Food, Beverages, Shake",150.0,44.0,1,Pune
Largo Pizzeria,4.0,"Pizza, Desserts, Beverages",150.0,37.0,0,Pune
Hotel Asha,4.0,"Chinese, North Indian, Maharashtrian, Kebab, Mughlai, Sichuan",150.0,39.0,1,Pune
Swanand Dining Restaurant,4.3,Maharashtrian,150.0,39.0,1,Pune
Nashta Xpress By S Kumar Wadewale,3.6,"Street Food, Maharashtrian, South Indian",150.0,38.0,1,Pune
Bread Bash,4.2,"Sandwich, Fast Food, Pizza",150.0,50.0,1,Pune
Rathod Snacks,4.4,Street Food,150.0,26.0,1,Pune
Italy Via Punjab,3.9,"Italian, North Indian, Mughlai, Fast Food, Salad, Biryani, Desserts, Beverages",150.0,45.0,1,Pune
Madhur Pure Veg,4.5,"North Indian, South Indian, Fast Food, Street Food, Desserts, Beverages",150.0,25.0,1,Pune
The Burger Barn Cafe,3.9,"Cafe, Shake, Beverages, Burger, American, Sandwich, Fast Food, Salad",150.0,37.0,1,Pune
Saucy Sub,,"Sandwich, Salad",150.0,31.0,1,Pune
Raje Chinese Restaurant,3.9,"Chinese, Sichuan",150.0,47.0,1,Pune
Community Cafe,4.1,"Sandwich, Pizza, Pasta, Fast Food, Street Food, Desserts, Shake",150.0,46.0,0,Pune
Sampan Food House,3.5,"Chinese, North Indian, Mughlai, Seafood, Sichuan",150.0,48.0,1,Pune
Hapaa - Asian Stir,4.3,"Asian, Japanese, Chinese, Sushi, Desserts, Beverages",150.0,42.0,1,Pune
Sai Cafe Katta,4.2,"Burger, Fast Food, Street Food, Ice Cream, Desserts, Shake, Beverages",150.0,43.0,0,Pune
G-1 Juice Center,3.7,"Beverages, Juices, Shake",150.0,33.0,0,Pune
Savya Rasa,4.3,"South Indian, Mangalorean, Kerala, Chettinad, Biryani, Desserts, Beverages",150.0,41.0,0,Pune
Shri Gajanan Shegaon Kachori,4.3,Street Food,150.0,30.0,1,Pune
Kande Pohe Ani Barach Kahi,4.1,Fast Food,150.0,43.0,1,Pune
Sugran Swayampakghar,4.3,"Maharashtrian, Street Food",100.0,36.0,1,Pune
Huber & Holly,4.4,"Beverages, Desserts, Shake, Cafe, Ice Cream",100.0,27.0,0,Pune
Green Salad Company,4.3,"Salad, Healthy Food",100.0,43.0,1,Pune
Diamond Restaurant,4.0,"North Indian, Chinese, Fast Food, Street Food, Sichuan",100.0,50.0,1,Pune
Cafe Farmhouse,4.1,"North Indian, Chinese",100.0,30.0,0,Pune
Butter Brews Bistro,4.2,"Cafe, Coffee, Continental, Salad, Sandwich, Pasta, Desserts, Beverages",100.0,32.0,1,Pune
Apsara Restaurant,4.4,"North Indian, South Indian, Chinese, Fast Food, Beverages, Shake",100.0,25.0,0,Pune
Pune Kathi Roll Company,4.3,Rolls,100.0,37.0,0,Pune
Hotel Shiv Deep Vada Wale,4.3,Maharashtrian,100.0,34.0,1,Pune
Soham Dinning Hall And Food Zone,3.8,"North Indian, Maharashtrian, Beverages, Fast Food, Shake",100.0,48.0,1,Pune
Roll House Point,3.9,Rolls,100.0,37.0,1,Pune
Dev Uncle Kitchen,4.1,"Chinese, North Indian, Desserts, Shake, Beverages",100.0,40.0,1,Pune
Deepak Special Tea House,4.4,Street Food,50.0,21.0,1,Pune
Hotel Srushti Garden Pure Veg,4.0,"South Indian, North Indian, Kebab, Maharashtrian, Chinese, Desserts, Beverages",50.0,43.0,1,Pune
Jayashree Garden,4.0,"Chinese, North Indian, Street Food",50.0,25.0,1,Pune
The Chickster,4.2,"Burger, Fast Food, Wraps, American, Coffee",50.0,30.0,0,Pune
One Way Foods,4.1,"North Indian, Street Food",50.0,51.0,1,Pune
Food Point,3.8,"Fast Food, Pizza, Pasta, Sandwich, Street Food, Beverages",50.0,45.0,0,Pune
Ovenfresh Cakes and Desserts,3.7,"Bakery, Desserts, Ice Cream, Mithai, Beverages",50.0,28.0,1,Pune
Arabian Mandi,4.0,"Mandi, Arabian, North Indian, Mughlai, Chinese, Kebab, Biryani",50.0,44.0,1,Pune
Cafe Creme,3.4,"Coffee, Shake, Beverages, Sandwich, Fast Food, Street Food, Ice Cream, Desserts",50.0,44.0,0,Pune
Night Hungers Hut,4.0,"Pizza, Burger, Sandwich, Pasta, Beverages",50.0,32.0,1,Pune
MB Biryani House,3.6,Biryani,50.0,25.0,1,Pune
Kebabi,4.0,"Kebab, Chinese, Biryani, North Indian, Mughlai, Shawarma",50.0,50.0,1,Pune
The Juicy Hub,4.2,"Beverages, Fast Food, Shake, Sandwich, Pizza, Juices",100.0,54.0,1,Pune
Tasty At Kingdoms,4.1,"Bengali, North Indian, Biryani, Rolls, Street Food, Momos, Chinese, Desserts",100.0,49.0,0,Pune
Vakrantunda Modak,4.5,"Maharashtrian, Mithai, North Indian, South Indian, Momos, Chinese, Street Food",100.0,45.0,0,Pune
Sukhi De Parathe,3.3,North Indian,100.0,51.0,1,Pune
Mumma's Kitchen,3.6,"North Indian, Street Food, Maharashtrian, Beverages, Sandwich, Fast Food",100.0,41.0,0,Pune
The Sea Secret,4.3,"Seafood, North Indian, Mughlai, Kebab, Salad, Biryani, Chinese, Desserts",100.0,46.0,1,Pune
Between Your Buns,4.1,"Fast Food, Burger, Shake, Beverages",100.0,41.0,1,Pune
Italian Pizza Shop,3.6,"Pizza, Burger, Fast Food, Shake",100.0,40.0,1,Pune
The Basil Deck,4.3,"Italian, North Indian, Salad, Oriental, Desserts, Beverages",100.0,37.0,1,Pune
Biryani Hub,4.1,Biryani,100.0,38.0,0,Pune
Biryani King,3.2,"Mughlai, North Indian, Chinese",100.0,45.0,0,Pune
Hotel Borul Atithi,4.1,Maharashtrian,100.0,46.0,1,Pune
Grandmama's Cafe,4.0,"Cafe, Italian, Continental",350.0,44.0,1,Pune
Khana Khajana,3.4,"North Indian, Street Food, Fast Food, Chinese, Beverages, Sichuan",350.0,42.0,1,Pune
Sumadhu Pure Veg,3.9,"North Indian, South Indian, Chinese, Beverages, Street Food, Fast Food, Desserts, Ice Cream",350.0,43.0,1,Pune
North 37,4.3,North Indian,350.0,39.0,1,Pune
Kulkarni's Swayampak Ghar,4.1,"Maharashtrian, Beverages",350.0,59.0,0,Pune
New Morbiwala Sweets & Namkeen,4.3,"Mithai, Street Food",350.0,33.0,1,Pune
Darvesh Biryani House,3.8,"Biryani, North Indian",350.0,39.0,1,Pune
Milan Khanawal,3.2,"Malwani, Seafood, North Indian, Mughlai, Biryani",350.0,41.0,0,Pune
Bombay Paratha Company,3.8,North Indian,350.0,36.0,1,Pune
Sneha's Kitchen,4.4,"Fast Food, Street Food, Desserts, Beverages",350.0,47.0,1,Pune
Mahesh Lunch Home,4.1,"North Indian, Biryani, Chinese, Seafood",350.0,33.0,1,Pune
Varad Canteen,,Maharashtrian,350.0,42.0,1,Pune
Cheesecakes by CakeZone,4.0,"Bakery, Desserts",300.0,31.0,1,Pune
Hotel Shivar,3.9,"North Indian, Maharashtrian",300.0,52.0,1,Pune
Aarya Veg,,"Maharashtrian, South Indian, Street Food, Fast Food, North Indian, Rolls, Juices, Beverages",300.0,30.0,1,Pune
Mankar Dosa,4.0,"South Indian, Chinese, Street Food",300.0,45.0,1,Pune
The Marathi Hut,3.3,"Maharashtrian, Street Food",300.0,54.0,1,Pune
Sarovar Restaurant & Bar,4.3,"Maharashtrian, North Indian, Mughlai, Seafood, Chinese, Asian, Desserts, Beverages",300.0,38.0,1,Pune
Pizza Hunt,3.4,"Pizza, Burger, Fast Food, Beverages",300.0,48.0,0,Pune
Ottoman Eats,4.1,"Shawarma, Sandwich, Fast Food, Desserts, Shake, Beverages",300.0,41.0,0,Pune
Fine Einstein Pizzeria,4.3,"Pizza, Fast Food",300.0,37.0,0,Pune
The Momo Company,3.6,"Momos, Street Food, Chinese",300.0,45.0,1,Pune
Vohuman Cafe,4.6,"Street Food, Beverages",300.0,22.0,1,Pune
Hotel Sourabh,4.2,"North Indian, Mughlai, Chinese, Biryani, Street Food, Fast Food, Desserts, Beverages",300.0,33.0,1,Pune
Audumber Veg,4.1,"North Indian, Chinese, Desserts, Beverages",200.0,38.0,1,Pune
Cafe BesTeas,3.5,"Sandwich, Burger, Pizza, Fast Food, Street Food, Shake, Beverages",200.0,33.0,0,Pune
Trattoria by Toscano,4.1,"Italian, Pizza, Pasta, Continental, Desserts, Healthy Food, Beverages",200.0,43.0,0,Pune
Chicken Affair,3.9,Fast Food,200.0,43.0,0,Pune
Dragon Family Restaurant,4.0,"Chinese, North Indian, Maharashtrian, Malwani, Sichuan",200.0,21.0,1,Pune
Pizzaria.com,3.7,"Pizza, Beverages, Shake",200.0,53.0,1,Pune
GLOBO Ice Creams Of The World,4.2,"Ice Cream, Desserts",200.0,25.0,0,Pune
Roll Point,3.7,"Rolls, Shawarma, Chinese",200.0,50.0,0,Pune
PVR Café,3.6,"Fast Food, Momos, Beverages",200.0,38.0,0,Pune
Kunafa Bytes,4.5,Desserts,200.0,39.0,1,Pune
Marwadi Jalebi Junction,3.9,"Mithai, North Indian, Beverages",200.0,49.0,1,Pune
All That's Coffee,3.8,"Coffee, Beverages",200.0,34.0,1,Pune
Domi'o Pizza,4.0,"Fast Food, Burger, Sichuan",150.0,35.0,0,Pune
Swami Veg,3.7,"North Indian, Chinese, Mughlai, Biryani, Sandwich, Shake, Beverages, Sichuan",150.0,47.0,0,Pune
Punjabi Chef,4.3,"North Indian, Street Food, Chinese, Desserts, Beverages",150.0,46.0,1,Pune
City Samosa,3.7,"Street Food, Beverages",150.0,36.0,0,Pune
Rock 'N' Roll,4.0,Rolls,150.0,41.0,0,Pune
One Way Paratha And More,4.0,"North Indian, Momos, Chinese",150.0,44.0,1,Pune
TGI Fridays,4.2,"American, Mexican, Pizza, Continental, Desserts, Beverages",150.0,52.0,1,Pune
Open Window Cakes,4.3,"Bakery, Desserts",150.0,19.0,1,Pune
Hotel Lazeez,3.5,"North Indian, Chinese, Fast Food, Street Food, Shake, Sichuan",150.0,39.0,0,Pune
Brew Culture,4.1,Beverages,150.0,29.0,1,Pune
Shree Ganesh Fast Food,4.3,South Indian,150.0,35.0,1,Pune
Pop Tate's,4.3,"North Indian, Chinese, Italian, Biryani, Pizza, Pasta, Fast Food, Beverages",150.0,37.0,0,Pune
The Bread Basket,4.0,"Bakery, Mithai, Desserts, Shake, Beverages",100.0,21.0,1,Raipur
Suruchi Thali Restaurant,4.0,"North Indian, Rajasthani, Desserts",100.0,22.0,1,Raipur
Ramdev's Khana Khazana,3.7,"North Indian, Chinese",100.0,24.0,1,Raipur
Domino's Pizza,4.1,"Pizza, Italian, Pasta, Fast Food, Desserts",100.0,25.0,1,Raipur
KFC,4.0,"Burger, Fast Food, Biryani, Desserts, Beverages",100.0,24.0,1,Raipur
Yaaran Da Adda,4.0,"North Indian, Chinese, Beverages, Shake",100.0,37.0,1,Raipur
Axis Juice,4.1,"Chinese, North Indian, South Indian, Sandwich, Juices, Beverages, Shake, Fast Food",100.0,42.0,0,Raipur
Ashoka Biryani 4,3.8,"Biryani, North Indian, Chinese, Fast Food, Sichuan",100.0,32.0,1,Raipur
Manju Mamta Restaurant,4.1,"South Indian, Street Food, Beverages",100.0,29.0,1,Raipur
Hotel Noorjaha,4.0,"North Indian, Biryani, Chinese",100.0,28.0,1,Raipur
Cafe Tree House,3.9,North Indian,100.0,38.0,1,Raipur
La Pino'z Pizza,4.0,"Pizza, Pasta, Italian, Fast Food",100.0,25.0,1,Raipur
Sukhsagar,3.7,"North Indian, South Indian, Chinese, Fast Food",200.0,31.0,1,Raipur
Madrasi's Grill,4.0,"Biryani, North Indian, Chinese, Sichuan",200.0,32.0,1,Raipur
Rasoi Thali,3.7,North Indian,200.0,37.0,1,Raipur
Anna Punjabi,4.0,"North Indian, Biryani, Chinese, Mughlai, Desserts, Beverages",200.0,37.0,0,Raipur
Little Hut,3.7,"North Indian, Chinese, Pizza",200.0,30.0,1,Raipur
Shri Gayatri Marwadi Thali,4.1,Rajasthani,200.0,29.0,1,Raipur
Hotel Hyderabadi,3.8,"North Indian, Chinese, Mughlai, Biryani, Street Food",200.0,37.0,1,Raipur
Madrasi Biryani Centre,4.0,"Biryani, North Indian, Chinese, Mughlai, Beverages",200.0,28.0,1,Raipur
Hot Chemistry- Indian Heritage Hotel,4.3,"North Indian, Chinese, South Indian, Desserts, Beverages",200.0,28.0,1,Raipur
Indian Chilly Square,3.7,"Biryani, North Indian, Chinese, South Indian, Pizza, Fast Food, Desserts, Beverages",200.0,43.0,0,Raipur
Urban Biryani,4.0,"North Indian, Biryani, Chinese, Fast Food, Beverages, Seafood, Street Food, Sichuan",200.0,28.0,0,Raipur
Punjabi Dhaba Family Restaurant,3.8,"North Indian, Chinese, Street Food, Biryani",200.0,22.0,1,Raipur
Juice Jungle,4.0,"Healthy Food, Sandwich, Fast Food, Juices, Shake, Beverages",100.0,32.0,1,Raipur
Sikkim Jojo,3.4,"Chinese, Sichuan",100.0,35.0,1,Raipur
Haldiram's,4.2,"North Indian, Chinese, South Indian, Fast Food, Desserts, Beverages",100.0,45.0,1,Raipur
Natural Ice Cream,4.6,"Ice Cream, Desserts",100.0,19.0,0,Raipur
Nagpur Cooker Biryani,4.0,"Biryani, Mughlai",100.0,21.0,1,Raipur
Wake And Bake Cafe,3.7,"Pizza, Burger, Sandwich, Shake, Beverages, Fast Food",100.0,34.0,1,Raipur
Madrasi Highway,3.9,"Biryani, North Indian, Mughlai",100.0,29.0,1,Raipur
Jain Thali Restaurant,3.5,"North Indian, Fast Food",100.0,33.0,1,Raipur
Khana Khazana,4.2,North Indian,100.0,26.0,1,Raipur
Maa Annpurna Thali,3.6,"North Indian, Chinese",100.0,21.0,0,Raipur
Amritsari Restaurant,3.8,"North Indian, Chinese, Beverages",100.0,36.0,1,Raipur
Vishvas Bhojanalaya,3.5,North Indian,100.0,21.0,1,Raipur
Suruchi,4.1,"North Indian, Gujarati, Beverages, Rajasthani",150.0,37.0,1,Raipur
Madrasi Fried Chicken,3.9,"Biryani, North Indian, Chinese, BBQ, Mughlai, Street Food, Seafood",150.0,24.0,1,Raipur
Shubh Kripa Rajshthani Thali,3.9,North Indian,150.0,28.0,1,Raipur
Rolls Mania,4.3,"Rolls, Fast Food, Beverages",150.0,21.0,1,Raipur
Shanta Sweets,3.9,"Mithai, South Indian, Street Food, Chinese",150.0,26.0,1,Raipur
Chef's Kitchen Family Restaurant,4.1,"Chinese, North Indian, Mughlai, Biryani, Kebab",150.0,35.0,1,Raipur
Momo's Adda,3.9,"Momos, Chinese, Sichuan",150.0,36.0,0,Raipur
Kaka Biryani,4.0,"Biryani, North Indian",150.0,41.0,1,Raipur
Mario's,4.0,"Rolls, Fast Food, Chinese, Sichuan",150.0,26.0,1,Raipur
Raipur Dhaba,4.1,"North Indian, Mughlai",150.0,35.0,1,Raipur
Moti Mahal,4.2,"North Indian, Chinese, Fast Food, Mithai",150.0,29.0,1,Raipur
Shri Rajhans Rajasthani,4.1,North Indian,150.0,25.0,1,Raipur
Indian Coffee House,4.2,"South Indian, Biryani",150.0,22.0,1,Raipur
Hot 100,4.4,"North Indian, Biryani, Chinese",150.0,39.0,1,Raipur
Banyan Kitchen,4.2,"Biryani, North Indian",150.0,23.0,1,Raipur
Punjab's Tadka,4.0,"Biryani, North Indian, Chinese, Fast Food",150.0,27.0,1,Raipur
Pizza Olive,4.2,"Pizza, Sandwich, Shake, Fast Food",150.0,38.0,1,Raipur
Monginis,4.1,"Bakery, Desserts, Fast Food",150.0,19.0,1,Raipur
Cafe Lite 2.0,3.9,"Chinese, North Indian, Biryani, Continental, South Indian, Pizza, Burmese, Fast Food",150.0,34.0,1,Raipur
Jalaram Open Kitchen Restaurant,4.2,"South Indian, Street Food, Fast Food",150.0,14.0,1,Raipur
Corn Bite,3.8,"Fast Food, South Indian",150.0,19.0,1,Raipur
Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.5,"Ice Cream, Desserts",150.0,12.0,0,Raipur
Mystery Cafe & Bakes,3.8,"Fast Food, Pizza, Sandwich, Desserts, Beverages, Shake",150.0,27.0,1,Raipur
Pizza Center And Fast Food Corner,3.7,"Pizza, Chinese, Sandwich",150.0,33.0,1,Raipur
Burger Singh - Big Punjabi Burgers,4.2,Burger,200.0,36.0,1,Raipur
Ustaad's Kitchen,4.0,"Fast Food, Roast Chicken, Biryani",200.0,34.0,1,Raipur
Shawarma Wala,3.8,"Lebanese, Fast Food, Beverages, Shake, Pizza, Sandwich, Sichuan",200.0,27.0,1,Raipur
Welcome Food Zone,4.3,"Biryani, North Indian, Chinese, South Indian",200.0,35.0,1,Raipur
Samriddhi Thali,4.2,North Indian,200.0,42.0,0,Raipur
Momo Magic Cafe,4.3,"Chinese, Momos, Fast Food, Beverages, Sichuan",200.0,36.0,1,Raipur
Sandwich Jn.,4.3,"Street Food, Fast Food, Pizza, Sandwich, Shake, Beverages",200.0,24.0,0,Raipur
Creams N Caffeine,3.5,"Pizza, Burger, Chinese, Fast Food, Bakery",200.0,33.0,1,Raipur
Yaaran Da Adda,3.9,North Indian,200.0,26.0,1,Raipur
Barbetos The Cloud Kitchen,4.3,Chinese,200.0,29.0,1,Raipur
Hotel City Star,3.8,"North Indian, Biryani, Chinese, Desserts, Beverages",200.0,27.0,1,Raipur
Khana Khazana,3.6,"North Indian, Chinese",200.0,33.0,0,Raipur
Comic Restaurant & Sweets,3.9,South Indian,100.0,30.0,1,Raipur
Madrasi Restaurant,3.9,"Biryani, North Indian, Chinese, Mughlai",100.0,27.0,1,Raipur
Biryani By Kilo,4.2,"Biryani, Hyderabadi, Kebab, North Indian, Ice Cream, Desserts",100.0,65.0,0,Raipur
The Mad Bakers,4.2,"Bakery, Desserts, Street Food",100.0,19.0,1,Raipur
New Delhi Sweets,4.1,"Mithai, Desserts, Fast Food",100.0,15.0,1,Raipur
Raju Dhaba Since 1968,4.1,"North Indian, Kebab, Mughlai, Beverages, Desserts",100.0,31.0,0,Raipur
Handiwali Biryani,3.7,"Biryani, Kebab, Mughlai, North Indian",100.0,22.0,1,Raipur
Madrasi Bites,3.9,"Biryani, North Indian, Chinese, Mughlai",100.0,25.0,1,Raipur
Girnar Restaurant,3.9,"North Indian, Biryani, Fast Food, Beverages, Mithai, Desserts, Ice Cream, Shake",100.0,32.0,1,Raipur
Khana Khazana,3.6,"North Indian, Chinese",100.0,21.0,1,Raipur
Veggiies,4.0,"Pizza, Chinese, Sandwich, Burger, Street Food, Fast Food, Ice Cream, Beverages",100.0,31.0,1,Raipur
The Burger Company,4.2,"Fast Food, Burger, Pizza, Momos, Waffle, Beverages, Shake",100.0,25.0,1,Raipur
Behrouz Biryani,4.3,"Biryani, Kebab, Hyderabadi, Lucknowi",450.0,29.0,1,Raipur
Sip & Bite,3.8,"Chinese, Fast Food, Sandwich, Sichuan",450.0,35.0,0,Raipur
A9 Kitchen's,3.5,"North Indian, South Indian, Chinese, Mughlai, Fast Food, Biryani, Ice Cream, Beverages",450.0,34.0,0,Raipur
Musk Multicuisine Restaurant,4.1,"Chinese, North Indian, Continental, Biryani, Mughlai, Seafood, Fast Food, Beverages",450.0,35.0,0,Raipur
Radha Ki Rasoi,3.7,"North Indian, Chinese",450.0,21.0,1,Raipur
Sam's Pizza,4.0,"Pizza, Italian, Fast Food",450.0,42.0,1,Raipur
Shree Krishna Pav Bhaji And Pulao Centre,4.3,Street Food,450.0,19.0,0,Raipur
Confusion Box,3.7,"Chinese, Fast Food, North Indian, Desserts, Biryani",450.0,30.0,1,Raipur
Shri Bikaner Sweets,4.1,"Mithai, Fast Food, Street Food",450.0,17.0,1,Raipur
Apna Family Restaurant,3.4,North Indian,450.0,24.0,1,Raipur
"Pizza, Burger, Sandwich & Chinese @99",3.7,"Chinese, Fast Food, Pizza",450.0,35.0,1,Raipur
Grains The Restaurant-VIP's Club,4.2,"North Indian, Mughlai, Chinese, Desserts, Beverages",450.0,50.0,1,Raipur
Tandoor -3 Family Dhaba,3.9,"North Indian, Mughlai, Chinese",150.0,29.0,0,Raipur
Azad Biryani,3.7,"Biryani, North Indian, Mughlai, Street Food",150.0,19.0,1,Raipur
Lajawab Rajasthani Thali Restaurant,3.8,Rajasthani,150.0,25.0,0,Raipur
Punjabi Biryani,3.5,"Biryani, North Indian, Fast Food",150.0,40.0,1,Raipur
Gadh Kalewa,4.2,"South Indian, Street Food",150.0,36.0,1,Raipur
Anjali Sweets & Bakery,4.0,"Bakery, Beverages",150.0,17.0,1,Raipur
Ekta Juice Corner,4.1,"Juices, Shake, Beverages",150.0,17.0,1,Raipur
Chef's Kitchen,4.0,"Biryani, North Indian, Chinese, Sichuan",150.0,31.0,0,Raipur
786 Chicken & Biryani Center Chacha Ki Dukan,3.8,"Biryani, Street Food",150.0,19.0,1,Raipur
Sandwich Jn.,4.1,"Sandwich, Fast Food, Beverages, Shake",150.0,25.0,1,Raipur
Mp's Kitchen,3.9,"North Indian, Italian, Continental",150.0,48.0,1,Raipur
Big Dream Biryani N Curries,4.0,"North Indian, Fast Food, Seafood, Chinese, Biryani",150.0,33.0,1,Raipur
Thali Express,4.3,"North Indian, Mughlai, Biryani",150.0,17.0,1,Raipur
Rajgharana - The Royal Taste,3.9,"North Indian, South Indian, Biryani, Bakery, Pizza, Sandwich, Chinese, Desserts",150.0,35.0,1,Raipur
Galaxy Food Center,3.6,"Chinese, Biryani, Rolls, North Indian",150.0,30.0,1,Raipur
Subway,3.7,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",150.0,35.0,0,Raipur
Pavdos Cafe,3.8,"South Indian, Street Food, Beverages",150.0,37.0,0,Raipur
Indian Biryani House,4.0,"Biryani, North Indian, Roast Chicken, Chinese",150.0,17.0,1,Raipur
Gosht Dost,4.1,"North Indian, Biryani, Kebab, Sandwich, Chinese, Mughlai",150.0,38.0,1,Raipur
Mahak Fast Food,3.6,"Chinese, Rolls, Fast Food, Sichuan",150.0,36.0,1,Raipur
Kikki's Cafe,4.0,"Chinese, South Indian, Fast Food, Pizza, Sandwich, Shake, Beverages",150.0,29.0,1,Raipur
Gravy Nation,4.0,"North Indian, Biryani, Chinese, Shake",150.0,36.0,1,Raipur
Shree Ganesh Pav Bhaji And Pulav Centre,4.0,Street Food,150.0,20.0,1,Raipur
Heavens Fresh Bake,4.3,"Bakery, Desserts",150.0,19.0,1,Raipur
Cake Studio,3.9,"Bakery, Desserts",350.0,23.0,1,Raipur
Sandwich Junction,4.0,"Sandwich, Fast Food, Juices, Beverages",350.0,33.0,1,Raipur
My Corn,4.1,"Fast Food, Street Food, Shake, Chinese, Sichuan",350.0,27.0,1,Raipur
New Balbir Dhaba,3.8,"North Indian, Mughlai, Biryani, Chinese",350.0,44.0,0,Raipur
Pizza @90,3.8,"Pizza, Fast Food",350.0,29.0,1,Raipur
Chicago Pizza,4.1,"Pizza, Pasta, Beverages",350.0,43.0,0,Raipur
Mitti Ki Khushboo,4.0,"North Indian, Chinese, Kebab, Pizza, Sandwich, Beverages",350.0,33.0,1,Raipur
Faasos - Wraps & Rolls,4.3,"Rolls, Wraps, North Indian",350.0,31.0,1,Raipur
Jalaram Sweets And Namkeen,4.1,"North Indian, Chinese, Street Food, Fast Food",350.0,29.0,1,Raipur
Chung Fah Chinese Restaurant,3.8,"Chinese, Sichuan, Seafood",350.0,34.0,1,Raipur
Healthy Cuisine,3.6,"North Indian, Chinese, Shake",350.0,33.0,0,Raipur
Happy Buddy's Cafe,3.6,"Street Food, Fast Food",350.0,30.0,1,Raipur
Shreenath Pav Bhaji,4.2,Street Food,150.0,19.0,0,Raipur
Kolkata Fried Chicken,4.2,"Fast Food, Biryani, Mughlai, Chinese",150.0,23.0,1,Raipur
Mohgazi Biryani House,3.8,Biryani,150.0,36.0,1,Raipur
KGN Chicken Corner & Biryani Center,3.4,"Biryani, Roast Chicken, North Indian",150.0,37.0,1,Raipur
Samishu Night Cafe,3.7,"Chinese, Pizza, Biryani, Pasta, North Indian",150.0,32.0,1,Raipur
