Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location
Videshi Bake's,,"Bakery, Fast Food, Pizza, Burger, Pasta, Wraps, Chinese, Coffee",150.0,31.0,0,Bikaner
Joker Cafe,3.6,"Pizza, Italian, Chinese, Beverages",150.0,29.0,0,Bikaner
The Mexican Cafe,3.7,"Chinese, Pizza, Mexican, Italian, Burger, Pasta, Sandwich, Street Food",150.0,41.0,0,Bikaner
The Shakesters,4.0,"Shake, Coffee, Beverages, Burger, Fast Food, Sandwich",150.0,36.0,0,Bikaner
Shamiana - The Royal Taste,4.1,"North Indian, Biryani",150.0,41.0,0,Bikaner
Medico's Choice Maggie,,"Wraps, Sandwich, Pizza, Chinese, Beverages",200.0,39.0,0,Bikaner
Ashapura Bakers,4.3,Bakery,100.0,27.0,0,Bikaner
Smiley Bites,,"Rolls, Pizza, Pasta, Chinese, Shake, Desserts, Tea, Coffee",100.0,37.0,0,Bikaner
Priyam Foods,,Street Food,200.0,32.0,0,Bikaner
Ganesh Pizza Hub,4.3,"Rolls, Pizza, Modern Indian, Chinese, Burger",100.0,37.0,0,Bikaner
Wok Hong,2.9,"Chinese, Fast Food, North Indian",250.0,35.0,0,Bikaner
Bitza Ring,,"Pizza, Sandwich, Burger, Pasta, Street Food, Italian, Wraps",250.0,27.0,0,Bikaner
Sadabahar Pan Palace,4.3,Paan,40.0,32.0,0,Bikaner
Shooting Star Cafe,3.5,"Fast Food, Pasta, Beverages",100.0,45.0,0,Bikaner
Sagarmal Bhujiyawala,3.8,"South Indian, Fast Food, Street Food, Mithai",150.0,30.0,0,Bikaner
Break Fast House,,"North Indian, Street Food",100.0,38.0,0,Bikaner
Arabic Maggie & Puff's Store,,"Street Food, Pizza, Sandwich, Italian, Wraps, Chinese, Fast Food, Beverages",200.0,27.0,0,Bikaner
Snack In Seconds,,"Sandwich, Street Food",100.0,29.0,0,Bikaner
The Bake Baba,,Bakery,100.0,36.0,0,Bikaner
RJ07 Club Restaurant,,"Pizza, Pasta, Sandwich, Fast Food, Chinese, Shake, Coffee, Beverages",250.0,36.0,0,Bikaner
La Cheesey Roll's,,"Wraps, Burger, Sandwich, Fast Food, Beverages",200.0,38.0,0,Bikaner
Cafe Shake Land,3.0,"Shake, Coffee, Beverages, Wraps, Pizza, Fast Food, Street Food, Desserts",200.0,36.0,0,Bikaner
Madhav Shrikhand,4.3,"Rajasthani, North Indian, Beverages",40.0,23.0,0,Bikaner
Cafe Divine Cruse's,,"Fast Food, Pizza, Burger, Sandwich, Wraps, Chinese, Street Food, Shake",250.0,27.0,0,Bikaner
Onion Ring's,,"Fast Food, Pizza, Burger, Sandwich, Wraps, Chinese, Beverages",200.0,31.0,0,Bikaner
Cafe ATRANGEE,3.6,"Fast Food, Desserts",200.0,34.0,0,Bikaner
Chaska,3.6,"Momos, Chinese, Fast Food",100.0,35.0,0,Bikaner
Wow Pizza,,"Pizza, Fast Food",150.0,30.0,0,Bikaner
Rajputana The Shahi Cafe,,"Wraps, Sandwich, Burger, Pizza, Fast Food, Street Food, Coffee",200.0,36.0,0,Bikaner
Jupiter Fast Food,,"Street Food, Pizza",100.0,35.0,0,Bikaner
Foodie Farishtay,3.3,"Pizza, Burger, Sandwich, Fast Food, Street Food",100.0,37.0,0,Bikaner
Shri Om Narayan Restaurant,,North Indian,100.0,43.0,0,Bikaner
U Turn Cafe,,"Pizza, Pasta, Sandwich, Fast Food",100.0,30.0,0,Bikaner
Sharma Restaurant,,"North Indian, Fast Food, Street Food",100.0,39.0,0,Bikaner
Bake To Core Pizza,,"Pizza, Pasta, Fast Food",100.0,43.0,0,Bikaner
Cake Online,2.8,Bakery,100.0,22.0,0,Bikaner
Yummy Hut Food Corner,,"North Indian, Street Food",100.0,24.0,0,Bikaner
Joker Rooftop & Restaurant,,"North Indian, Chinese, Pizza, Fast Food, Salad, Beverages",100.0,22.0,0,Bikaner
Cake Adda,,"Bakery, Desserts",100.0,22.0,0,Bikaner
Goa Waffle,,"Waffle, Ice Cream, Desserts, Shake",100.0,30.0,0,Bikaner
Xclusively Desi,,"North Indian, Chinese",100.0,25.0,0,Bikaner
Chilly Noodles Folk,,"Chinese, Pizza, Pasta, Sandwich, Burger, Fast Food, Street Food, Coffee",250.0,36.0,0,Bikaner
Big Sandwich,,"Fast Food, Sandwich, Burger, Pizza, Wraps",250.0,36.0,0,Bikaner
Smart Meals,3.9,"Fast Food, Street Food, Rolls",250.0,40.0,0,Bikaner
2003 JLN Club,,"Fast Food, Wraps",250.0,42.0,0,Bikaner
Cake Point,,Bakery,250.0,19.0,0,Bikaner
Cake Corner,,Bakery,250.0,26.0,0,Bikaner
Hadi's Kitchen,3.5,"Fast Food, Street Food",250.0,48.0,0,Bikaner
Cake Sky,,Bakery,250.0,25.0,0,Bikaner
Satguru Ice Cream,,"Ice Cream, Desserts",250.0,41.0,0,Bikaner
Daal Roti,3.7,"Street Food, Chinese, North Indian",250.0,45.0,0,Bikaner
Rajni Di Rasoi,3.2,"Mughlai, North Indian",250.0,33.0,0,Bikaner
Bhookh Lagi Hai,3.9,Fast Food,250.0,,0,Bikaner
Mothers Kitchen,3.8,"South Indian, North Indian, Fast Food",250.0,,0,Bikaner
Chatkara The Tasty Rasoi,4.2,North Indian,250.0,,0,Bikaner
Shreekan Ganesh Bhojnalaya,3.8,North Indian,250.0,,0,Bikaner
Jai Shankar Restaurant & Fast Food,4.0,"North Indian, South Indian, Pizza, Chinese, Fast Food",250.0,,0,Bikaner
Anytime Hunger,,"Fast Food, Street Food",250.0,,0,Bikaner
Shri Siddhi Vinayak Fast Food,,"Fast Food, Momos",250.0,,0,Bikaner
Itna Tasty,,"Fast Food, Chinese, Continental",250.0,,0,Bikaner
Havmor Ice Cream,,Ice Cream,250.0,,0,Bikaner
Flaming Onion Restaurant,,"North Indian, Mughlai, Chinese, Kebab",250.0,,0,Bikaner
Charcoaled Cafe,,"Tea, Fast Food, Street Food, Ice Cream, Shake, Beverages",250.0,,0,Bikaner
BFC,,"Burger, Sandwich",250.0,,0,Bikaner
Radhe Mohan Chole Kulche,,North Indian,40.0,,0,Bikaner
Mahalaxmi Kulfi Icecream,,Ice Cream,100.0,,0,Bikaner
Shri Bhojanalay And Restaurant,,"North Indian, Rajasthani",100.0,,0,Bikaner
Egg Hub The Taste Of India,,North Indian,100.0,,0,Bikaner
Shri Punrasar Dairy Farm,,Beverages,100.0,,0,Bikaner
Jodhpur Pav Bhaji,,Street Food,100.0,,0,Bikaner
Be Veg,,"North Indian, Continental, Mughlai, Chinese, Street Food, Fast Food, Beverages, Desserts",400.0,,0,Bikaner
Manka Maharaj Rabdi Wale,,Desserts,100.0,,0,Bikaner
Tom And Jerry Cafe,,"Street Food, Chinese, Fast Food, Burger, Sandwich, Pizza, Pasta, Beverages",100.0,,0,Bikaner
Bistro Box Cafe,,"Fast Food, Street Food, Beverages",200.0,,0,Bikaner
Hichki,,Fast Food,100.0,,0,Bikaner
Shivaay Hotel,,"North Indian, Fast Food",150.0,,0,Bikaner
Swad Bazar,,"Sandwich, Street Food, Beverages",150.0,,0,Bikaner
The Palm Grill,,"Chinese, Fast Food, North Indian",150.0,,0,Bikaner
AK Fast Food,,"Fast Food, Burger, Sandwich, Chinese, Momos, Street Food",100.0,,0,Bikaner
City Cafe,,"Fast Food, Street Food",100.0,,0,Bikaner
Motor Courtyard Cafe,,Fast Food,100.0,,0,Bikaner
Krishna Bakery,3.8,"Pizza, Fast Food, Burger, Bakery",100.0,,0,Bikaner
Madhav Sweets,4.1,"South Indian, North Indian, Modern Indian, Fast Food, Desserts, Chinese",100.0,,0,Bikaner
Bhati Bhojnalaya,3.8,"Rajasthani, North Indian, Modern Indian",100.0,,0,Bikaner
Prantha House,4.1,North Indian,100.0,,0,Bikaner
Rockland Fried Chicken,,North Indian,100.0,,0,Bikaner
Bishnoism,4.0,North Indian,100.0,,0,Bikaner
Habitz Ice Cream,4.3,"Ice Cream, Desserts",40.0,,0,Bikaner
Bikana Ice Cream,4.3,Ice Cream,40.0,,0,Bikaner
Kasata,,Desserts,100.0,,0,Bikaner
Kishan Sweets,4.2,"Fast Food, Mithai, Desserts",100.0,,0,Bikaner
The Old House,3.6,"Pizza, Fast Food, Beverages",100.0,,0,Bikaner
Hotel Babu Palace & Restaurant,4.3,"North Indian, Chinese, Fast Food, Beverages, Shake",200.0,,0,Bikaner
Lala Maharaj,4.0,Desserts,32.0,,0,Bikaner
Ambe misthan,3.7,North Indian,100.0,,0,Bikaner
Crick Cafe,4.0,"North Indian, Pizza, Chinese, Burger, Fast Food, Beverages",100.0,,0,Bikaner
Hathai Cafe,4.0,"Fast Food, Beverages",150.0,,0,Bikaner
KK Chicken Corner,,"Roast Chicken, Charcoal Chicken, Biryani",100.0,,0,Bikaner
On the Rocks- Rooftop,4.0,"North Indian, Chinese, Beverages, Biryani",100.0,,0,Bikaner
Dinesh Food Products,4.0,"Mithai, Street Food",40.0,,0,Bikaner
Fast Food Hub,,"Andhra, Chinese, Beverages",100.0,,0,Bikaner
Shri Sangam Sweets,4.3,"Mithai, Fast Food",200.0,,0,Bikaner
Gabbar Veggi,4.2,"North Indian, Chinese",200.0,,0,Bikaner
Antares restro lounge,4.1,"North Indian, Fast Food",150.0,,0,Bikaner
Food Villa,,North Indian,100.0,,0,Bikaner
Yummy Hut Food,,North Indian,100.0,,0,Bikaner
Old Own Pizza,,"North Indian, South Indian",100.0,,0,Bikaner
Cake Kanha & Bakery,,"Bakery, Desserts",100.0,,0,Bikaner
Kaka's Paratha,,North Indian,100.0,,0,Bikaner
Midnight Cake,,"Desserts, Bakery",100.0,,0,Bikaner
The Meggi Point,,Fast Food,40.0,,0,Bikaner
Juice Shake Icecream,3.2,"Juices, Beverages",40.0,,0,Bikaner
Box And Buckets,,"North Indian, Biryani, Mughlai",100.0,,0,Bikaner
Tik & Talk,4.1,"Fast Food, Pizza, Chinese, Beverages",200.0,,0,Bikaner
Crazy Foodies,,"North Indian, Street Food",100.0,,0,Bikaner
Chanda Sweets,,Mithai,100.0,,0,Bikaner
Pizza & Tea Bar,,"Pizza, Fast Food, Beverages, Tea",100.0,,0,Bikaner
BKB Fast Food,3.6,North Indian,100.0,,0,Bikaner
Mr Bean's Pizza,4.1,"Pizza, Fast Food, Beverages",100.0,,0,Bikaner
Rajasthani Tadka,,Rajasthani,100.0,,0,Bikaner
Xero Degrees,,"Cafe, Coffee, Pizza, Burger, Sandwich, Pasta, Waffle, Shake",200.0,,0,Bikaner
Street Food Wala,,"Chinese, Street Food",100.0,,0,Bikaner
Ckes And More,,Bakery,100.0,,0,Bikaner
Cake Love,3.5,Bakery,200.0,,0,Bikaner
Sheetal Bakers,4.3,Bakery,100.0,,0,Bikaner
MR. Snack,3.9,"Sandwich, Pizza, Italian, Burger",100.0,,0,Bikaner
Pizza Hub,4.0,"Pizza, Bakery, Fast Food",100.0,,0,Bikaner
Deluxe Restaurant,,"South Indian, North Indian",100.0,,0,Bikaner
Annapurna Caterers,4.0,North Indian,200.0,,0,Bikaner
Asha Tiffin Center Avam Bhojnalya,3.8,North Indian,100.0,,0,Bikaner
Hang Around Zone,4.2,North Indian,150.0,,0,Bikaner
Jeetu Bhai Fast Food Centre,4.0,North Indian,40.0,,0,Bikaner
Sumeet Sweets Home,,"Mithai, Bakery, Fast Food, Street Food",100.0,,0,Bikaner
5 Sitara,,North Indian,100.0,,0,Bikaner
Kushi Bhojanalay,4.3,North Indian,100.0,,0,Bikaner
Cafe Chai Pani,4.0,"Fast Food, Beverages",200.0,,0,Bikaner
Pooja Restaurant,3.8,North Indian,100.0,,0,Bikaner
Drippy Delight,,Desserts,100.0,,0,Bikaner
Kanheyalal Ji Restaurant,,Fast Food,100.0,,0,Bikaner
Hakimi Chicken Corner,3.7,North Indian,100.0,,0,Bikaner
Kanhaiya Chowmein And Restaurant,3.6,"Rolls, Street Food, Chinese, Fast Food, North Indian",100.0,,0,Bikaner
Moolsa Phoolsa Panwala,,Paan,100.0,,0,Bikaner
Hotel Babu Haritage,4.2,"North Indian, Chinese, Fast Food, Shake",100.0,,0,Bikaner
Lal Ji Cafe,3.7,"Chinese, South Indian, Fast Food",100.0,,0,Bikaner
Film City Cafe,4.0,"Fast Food, Chinese, Pizza, Italian, Burger, Desserts",100.0,,0,Bikaner
